chr1	Start	End	Unique ID	Gene NMID Ex	Gene	Strand	Purpose			Width
chr22	22668285	22668376	chr22_22668285_22668376_IGLV3-27	IGLV3-27_IMGT_V_exon1	IGLV3-27	+	SHM_panel	.	.	91
chr22	22668510	22669011	chr22_22668510_22669011_IGLV3-27	IGLV3-27_IMGT_V_downstream_3prime;IGLV3-27_IMGT_V_exon2	IGLV3-27	+	SHM_panel	.	.	501
chr22	22686123	22687482	chr22_22686123_22687482_IGL	IGLV3-25_IMGT_V_exon1;IGLV3-25_IMGT_V_exon2;IGL_IMGT_region;IGL_IMGT_region|IGL	IGL	.	SHM_panel|SV_backbone	.	.	1359
chr22	22697783	22699002	chr22_22697783_22699002_IGLV2-23	IGLV2-23_IMGT_V_exon1;IGLV2-23_IMGT_V_exon2;IGL_IMGT_region	IGLV2-23	+	SHM_panel	.	.	1219
chr22	22704259	22704379	chr22_22704259_22704379_IGLV3-22	IGLV3-22_IMGT_V_exon1	IGLV3-22	+	SHM_panel	.	.	120
chr22	22704518	22705027	chr22_22704518_22705027_IGLV3-22	IGLV3-22_IMGT_V_exon2	IGLV3-22	+	SHM_panel	.	.	509
chr22	22711690	22711805	chr22_22711690_22711805_IGLV3-21	IGLV3-21_IMGT_V	IGLV3-21	+	SHM_panel	.	.	115
chr22	22712286	22713408	chr22_22712286_22713408_IGLV3-21	IGLV3-21_IMGT_V_exon2;IGLV3-21_IMGT_V_exon3;IGL_IMGT_region	IGLV3-21	+	SHM_panel	.	.	1122
chr22	22720439	22721356	chr22_22720439_22721356_IGL	IGLV3-19_IMGT_V_downstream_3prime;IGLV3-19_IMGT_V_exon1;IGLV3-19_IMGT_V_exon2;IGL_IMGT_region;IGL_IMGT_region|IGL	IGL	.	SHM_panel|SV_backbone	.	.	917
chr22	22734890	22735290	chr22_22734890_22735290_IGL	IGL_IMGT_region|IGL	IGL	.	SV_backbone	.	.	400
chr22	22747722	22748122	chr22_22747722_22748122_IGL	IGL_IMGT_region|IGL	IGL	.	SV_backbone	.	.	400
chr22	22758694	22759423	chr22_22758694_22759423_IGLV2-14	IGLV2-14_IMGT_V_exon1;IGLV2-14_IMGT_V_exon2	IGLV2-14	+	SHM_panel	.	.	729
chr22	22771820	22771883	chr22_22771820_22771883_IGLV3-12	IGLV3-12_IMGT_V_exon1	IGLV3-12	+	SHM_panel	.	.	63
chr22	22772280	22772783	chr22_22772280_22772783_IGL_IGLV3-12	IGLV3-12_IMGT_V_downstream_3prime;IGLV3-12_IMGT_V_exon2;IGL_IMGT_region|IGL	IGL;IGLV3-12	+	SHM_panel|SV_backbone	.	.	503
chr22	22792804	22793204	chr22_22792804_22793204_IGL	IGL_IMGT_region|IGL	IGL	.	SV_backbone	.	.	400
chr22	22811741	22812486	chr22_22811741_22812486_IGLV3-10	IGLV3-10_IMGT_V_exon1;IGLV3-10_IMGT_V_exon2;IGL_IMGT_region	IGLV3-10	+	SHM_panel	.	.	745
chr22	22819008	22820124	chr22_22819008_22820124_IGLV3-9	IGLV3-9_IMGT_V_exon1;IGLV3-9_IMGT_V_exon2;IGL_IMGT_region	IGLV3-9	+	SHM_panel	.	.	1116
chr22	22821840	22823494	chr22_22821840_22823494_IGL	IGLV2-8_IMGT_V_exon1;IGLV2-8_IMGT_V_exon2;IGL_IMGT_region	IGL	.	SHM_panel	.	.	1654
chr22	22871505	22871589	chr22_22871505_22871589_IGLV4-3	IGLV4-3_IMGT_V_exon1	IGLV4-3	+	SHM_panel	.	.	84
chr22	22871705	22872240	chr22_22871705_22872240_IGLV4-3	IGLV4-3_IMGT_V_downstream_3prime;IGLV4-3_IMGT_V_exon2	IGLV4-3	+	SHM_panel	.	.	535
chr22	22880700	22881817	chr22_22880700_22881817_IGLV3-1	IGLV3-1_IMGT_V_downstream_3prime;IGLV3-1_IMGT_V_exon1;IGLV3-1_IMGT_V_exon2;IGL_IMGT_region	IGLV3-1	+	SHM_panel	.	.	1117
chr22	22885214	22886135	chr22_22885214_22886135_IGL	IGL_IMGT_region	IGL	.	SHM_panel	.	.	921
chr22	22887781	22895696	chr22_22887781_22895696_IGLL5	IGLJ1_IMGT_J_exon1;IGLL5_IMGT_region;IGL_IMGT_region;IGLL5_NM_001178126.2_exon1_CDS;IGLL5_NM_001178126.2_exon2_CDS;IGLL5_NM_001178126.2_exon3_CDS	IGLL5	+	SHM_panel|mutation_panel	.	.	7915
chr22	22899197	22901442	chr22_22899197_22901442_IGL	IGLC2_IMGT_C_exon1;IGLJ2_IMGT_J_exon1;IGL_IMGT_region	IGL	.	SHM_panel	.	.	2245
chr22	22904200	22905623	chr22_22904200_22905623_IGL	IGLJ3_IMGT_J_exon1;IGL_IMGT_region	IGL	.	SHM_panel	.	.	1423
chr22	22906336	22906808	chr22_22906336_22906808_IGLC3	IGLC3_IMGT_C_exon1	IGLC3	+	SHM_panel	.	.	472
chr22	22910371	22911071	chr22_22910371_22911071_IGL_IGLJ4	IGLJ4_IMGT_J_exon1;IGL_IMGT_region|IGL	IGL;IGLJ4	+	SHM_panel|SV_backbone	.	.	700
chr22	22914266	22914314	chr22_22914266_22914314_IGLJ5	IGLJ5_IMGT_J_exon1	IGLJ5	+	SHM_panel	.	.	48
chr22	22917967	22918665	chr22_22917967_22918665_IGL_IGLJ6	IGLJ6_IMGT_J_exon1;IGL_IMGT_region|IGL	IGL;IGLJ6	+	SHM_panel|SV_backbone	.	.	698
chr22	22921199	22921899	chr22_22921199_22921899_IGL	IGL_IMGT_region|IGL	IGL	.	SV_backbone	.	.	700
chr22	23180958	23182241	chr22_23180958_23182241_BCR	BCR_NM_004327.4_exon1_CDS	BCR	+	mutation_panel	.	.	1283
chr22	23253796	23253982	chr22_23253796_23253982_BCR	BCR_NM_004327.4_exon2_CDS	BCR	+	mutation_panel	.	.	186
chr22	23260947	23261056	chr22_23260947_23261056_BCR	BCR_NM_004327.4_exon3_CDS	BCR	+	mutation_panel	.	.	109
chr22	23261352	23261542	chr22_23261352_23261542_BCR	BCR_NM_004327.4_exon4_CDS	BCR	+	mutation_panel	.	.	190
chr22	23268405	23268517	chr22_23268405_23268517_BCR	BCR_NM_004327.4_exon5_CDS	BCR	+	mutation_panel	.	.	112
chr22	23271529	23271594	chr22_23271529_23271594_BCR	BCR_NM_004327.4_exon6_CDS	BCR	+	mutation_panel	.	.	65
chr22	23273078	23273135	chr22_23273078_23273135_BCR	BCR_NM_004327.4_exon7_CDS	BCR	+	mutation_panel	.	.	57
chr22	23273631	23273776	chr22_23273631_23273776_BCR	BCR_NM_004327.4_exon8_CDS	BCR	+	mutation_panel	.	.	145
chr22	23283974	23284100	chr22_23283974_23284100_BCR	BCR_NM_004327.4_exon9_CDS	BCR	+	mutation_panel	.	.	126
chr22	23285030	23285203	chr22_23285030_23285203_BCR	BCR_NM_004327.4_exon10_CDS	BCR	+	mutation_panel	.	.	173
chr22	23287156	23287280	chr22_23287156_23287280_BCR	BCR_NM_004327.4_exon11_CDS	BCR	+	mutation_panel	.	.	124
chr22	23288094	23288174	chr22_23288094_23288174_BCR	BCR_NM_004327.4_exon12_CDS	BCR	+	mutation_panel	.	.	80
chr22	23289514	23289623	chr22_23289514_23289623_BCR	BCR_NM_004327.4_exon13_CDS	BCR	+	mutation_panel	.	.	109
chr22	23290336	23290415	chr22_23290336_23290415_BCR	BCR_NM_004327.4_exon14_CDS	BCR	+	mutation_panel	.	.	79
chr22	23292538	23292640	chr22_23292538_23292640_BCR	BCR_NM_004327.4_exon15_CDS	BCR	+	mutation_panel	.	.	102
chr22	23295021	23295157	chr22_23295021_23295157_BCR	BCR_NM_004327.4_exon16_CDS	BCR	+	mutation_panel	.	.	136
chr22	23309421	23309485	chr22_23309421_23309485_BCR	BCR_NM_004327.4_exon17_CDS	BCR	+	mutation_panel	.	.	64
chr22	23310321	23310435	chr22_23310321_23310435_BCR	BCR_NM_004327.4_exon18_CDS	BCR	+	mutation_panel	.	.	114
chr22	23311694	23311838	chr22_23311694_23311838_BCR	BCR_NM_004327.4_exon19_CDS	BCR	+	mutation_panel	.	.	144
chr22	23312884	23313023	chr22_23312884_23313023_BCR	BCR_NM_004327.4_exon20_CDS	BCR	+	mutation_panel	.	.	139
chr22	23313965	23314075	chr22_23313965_23314075_BCR	BCR_NM_004327.4_exon21_CDS	BCR	+	mutation_panel	.	.	110
chr22	23314549	23314716	chr22_23314549_23314716_BCR	BCR_NM_004327.4_exon22_CDS	BCR	+	mutation_panel	.	.	167
chr22	23315430	23315524	chr22_23315430_23315524_BCR	BCR_NM_004327.4_exon23_CDS	BCR	+	mutation_panel	.	.	94
chr22	28687894	28687988	chr22_28687894_28687988_CHEK2	CHEK2_NM_007194.4_exon15_CDS	CHEK2	-	mutation_panel	.	.	94
chr22	28689132	28689217	chr22_28689132_28689217_CHEK2	CHEK2_NM_007194.4_exon14_CDS	CHEK2	-	mutation_panel	.	.	85
chr22	28694029	28694119	chr22_28694029_28694119_CHEK2	CHEK2_NM_007194.4_exon13_CDS	CHEK2	-	mutation_panel	.	.	90
chr22	28695124	28695244	chr22_28695124_28695244_CHEK2	CHEK2_NM_007194.4_exon12_CDS	CHEK2	-	mutation_panel	.	.	120
chr22	28695707	28695875	chr22_28695707_28695875_CHEK2	CHEK2_NM_007194.4_exon11_CDS	CHEK2	-	mutation_panel	.	.	168
chr22	28696898	28696989	chr22_28696898_28696989_CHEK2	CHEK2_NM_007194.4_exon10_CDS	CHEK2	-	mutation_panel	.	.	91
chr22	28699835	28699939	chr22_28699835_28699939_CHEK2	CHEK2_NM_007194.4_exon9_CDS	CHEK2	-	mutation_panel	.	.	104
chr22	28703502	28703568	chr22_28703502_28703568_CHEK2	CHEK2_NM_007194.4_exon8_CDS	CHEK2	-	mutation_panel	.	.	66
chr22	28710003	28710061	chr22_28710003_28710061_CHEK2	CHEK2_NM_007194.4_exon7_CDS	CHEK2	-	mutation_panel	.	.	58
chr22	28711906	28712019	chr22_28711906_28712019_CHEK2	CHEK2_NM_007194.4_exon6_CDS	CHEK2	-	mutation_panel	.	.	113
chr22	28719392	28719487	chr22_28719392_28719487_CHEK2	CHEK2_NM_007194.4_exon5_CDS	CHEK2	-	mutation_panel	.	.	95
chr22	28724974	28725126	chr22_28724974_28725126_CHEK2	CHEK2_NM_007194.4_exon4_CDS	CHEK2	-	mutation_panel	.	.	152
chr22	28725240	28725369	chr22_28725240_28725369_CHEK2	CHEK2_NM_007194.4_exon3_CDS	CHEK2	-	mutation_panel	.	.	129
chr22	28734400	28734723	chr22_28734400_28734723_CHEK2	CHEK2_NM_007194.4_exon2_CDS	CHEK2	-	mutation_panel	.	.	323
chr22	28799992	28800531	chr22_28799992_28800531_XBP1	XBP1_SHM	XBP1	-	SHM_panel	.	.	539
chr22	35654407	35654556	chr22_35654407_35654556_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr22	36922205	36922285	chr22_36922205_36922285_CSF2RB	CSF2RB_NM_000395.3_exon2_CDS	CSF2RB	+	mutation_panel	.	.	80
chr22	36923241	36923369	chr22_36923241_36923369_CSF2RB	CSF2RB_NM_000395.3_exon3_CDS	CSF2RB	+	mutation_panel	.	.	128
chr22	36925984	36926179	chr22_36925984_36926179_CSF2RB	CSF2RB_NM_000395.3_exon4_CDS	CSF2RB	+	mutation_panel	.	.	195
chr22	36929399	36929561	chr22_36929399_36929561_CSF2RB	CSF2RB_NM_000395.3_exon5_CDS	CSF2RB	+	mutation_panel	.	.	162
chr22	36929636	36929809	chr22_36929636_36929809_CSF2RB	CSF2RB_NM_000395.3_exon6_CDS	CSF2RB	+	mutation_panel	.	.	173
chr22	36930372	36930512	chr22_36930372_36930512_CSF2RB	CSF2RB_NM_000395.3_exon7_CDS	CSF2RB	+	mutation_panel	.	.	140
chr22	36930670	36930832	chr22_36930670_36930832_CSF2RB	CSF2RB_NM_000395.3_exon8_CDS	CSF2RB	+	mutation_panel	.	.	162
chr22	36932762	36932906	chr22_36932762_36932906_CSF2RB	CSF2RB_NM_000395.3_exon9_CDS	CSF2RB	+	mutation_panel	.	.	144
chr22	36933829	36933996	chr22_36933829_36933996_CSF2RB	CSF2RB_NM_000395.3_exon10_CDS	CSF2RB	+	mutation_panel	.	.	167
chr22	36935348	36935443	chr22_36935348_36935443_CSF2RB	CSF2RB_NM_000395.3_exon11_CDS	CSF2RB	+	mutation_panel	.	.	95
chr22	36935627	36935689	chr22_36935627_36935689_CSF2RB	CSF2RB_NM_000395.3_exon12_CDS	CSF2RB	+	mutation_panel	.	.	62
chr22	36936546	36936654	chr22_36936546_36936654_CSF2RB	CSF2RB_NM_000395.3_exon13_CDS	CSF2RB	+	mutation_panel	.	.	108
chr22	36937374	36938504	chr22_36937374_36938504_CSF2RB	CSF2RB_NM_000395.3_exon14_CDS	CSF2RB	+	mutation_panel	.	.	1130
chr22	41093002	41093100	chr22_41093002_41093100_EP300	EP300_NM_001429.4_exon1_CDS	EP300	+	mutation_panel	.	.	98
chr22	41117184	41117823	chr22_41117184_41117823_EP300	EP300_NM_001429.4_exon2_CDS	EP300	+	mutation_panel	.	.	639
chr22	41125861	41126042	chr22_41125861_41126042_EP300	EP300_NM_001429.4_exon3_CDS	EP300	+	mutation_panel	.	.	181
chr22	41127484	41127750	chr22_41127484_41127750_EP300	EP300_NM_001429.4_exon4_CDS	EP300	+	mutation_panel	.	.	266
chr22	41129887	41130005	chr22_41129887_41130005_EP300	EP300_NM_001429.4_exon5_CDS	EP300	+	mutation_panel	.	.	118
chr22	41131385	41131635	chr22_41131385_41131635_EP300	EP300_NM_001429.4_exon6_CDS	EP300	+	mutation_panel	.	.	250
chr22	41135810	41135908	chr22_41135810_41135908_EP300	EP300_NM_001429.4_exon7_CDS	EP300	+	mutation_panel	.	.	98
chr22	41137650	41137792	chr22_41137650_41137792_EP300	EP300_NM_001429.4_exon8_CDS	EP300	+	mutation_panel	.	.	142
chr22	41140137	41140259	chr22_41140137_41140259_EP300	EP300_NM_001429.4_exon9_CDS	EP300	+	mutation_panel	.	.	122
chr22	41141045	41141224	chr22_41141045_41141224_EP300	EP300_NM_001429.4_exon10_CDS	EP300	+	mutation_panel	.	.	179
chr22	41146736	41146818	chr22_41146736_41146818_EP300	EP300_NM_001429.4_exon11_CDS	EP300	+	mutation_panel	.	.	82
chr22	41147834	41147948	chr22_41147834_41147948_EP300	EP300_NM_001429.4_exon12_CDS	EP300	+	mutation_panel	.	.	114
chr22	41149035	41149177	chr22_41149035_41149177_EP300	EP300_NM_001429.4_exon13_CDS	EP300	+	mutation_panel	.	.	142
chr22	41149758	41150200	chr22_41149758_41150200_EP300	EP300_NM_001429.4_exon14_CDS	EP300	+	mutation_panel	.	.	442
chr22	41151830	41152014	chr22_41151830_41152014_EP300	EP300_NM_001429.4_exon15_CDS	EP300	+	mutation_panel	.	.	184
chr22	41152203	41152352	chr22_41152203_41152352_EP300	EP300_NM_001429.4_exon16_CDS	EP300	+	mutation_panel	.	.	149
chr22	41154992	41155115	chr22_41154992_41155115_EP300	EP300_NM_001429.4_exon17_CDS	EP300	+	mutation_panel	.	.	123
chr22	41157166	41157410	chr22_41157166_41157410_EP300	EP300_NM_001429.4_exon18_CDS	EP300	+	mutation_panel	.	.	244
chr22	41158409	41158502	chr22_41158409_41158502_EP300	EP300_NM_001429.4_exon19_CDS	EP300	+	mutation_panel	.	.	93
chr22	41160639	41160724	chr22_41160639_41160724_EP300	EP300_NM_001429.4_exon20_CDS	EP300	+	mutation_panel	.	.	85
chr22	41162720	41162781	chr22_41162720_41162781_EP300	EP300_NM_001429.4_exon21_CDS	EP300	+	mutation_panel	.	.	61
chr22	41164050	41164132	chr22_41164050_41164132_EP300	EP300_NM_001429.4_exon22_CDS	EP300	+	mutation_panel	.	.	82
chr22	41166596	41166668	chr22_41166596_41166668_EP300	EP300_NM_001429.4_exon23_CDS	EP300	+	mutation_panel	.	.	72
chr22	41168446	41168601	chr22_41168446_41168601_EP300	EP300_NM_001429.4_exon24_CDS	EP300	+	mutation_panel	.	.	155
chr22	41168718	41168869	chr22_41168718_41168869_EP300	EP300_NM_001429.4_exon25_CDS	EP300	+	mutation_panel	.	.	151
chr22	41169500	41169618	chr22_41169500_41169618_EP300	EP300_NM_001429.4_exon26_CDS	EP300	+	mutation_panel	.	.	118
chr22	41170403	41170573	chr22_41170403_41170573_EP300	EP300_NM_001429.4_exon27_CDS	EP300	+	mutation_panel	.	.	170
chr22	41172496	41172665	chr22_41172496_41172665_EP300	EP300_NM_001429.4_exon28_CDS	EP300	+	mutation_panel	.	.	169
chr22	41173620	41173786	chr22_41173620_41173786_EP300	EP300_NM_001429.4_exon29_CDS	EP300	+	mutation_panel	.	.	166
chr22	41176244	41176530	chr22_41176244_41176530_EP300	EP300_NM_001429.4_exon30_CDS	EP300	+	mutation_panel	.	.	286
chr22	41176770	41178958	chr22_41176770_41178958_EP300	EP300_NM_001429.4_exon31_CDS	EP300	+	mutation_panel	.	.	2188
chr3	785441	785590	chr3_785441_785590_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr3	16316825	16317234	chr3_16316825_16317234_RFTN1	RFTN1_NM_015150.2_exon10_CDS	RFTN1	-	mutation_panel	.	.	409
chr3	16323373	16323459	chr3_16323373_16323459_RFTN1	RFTN1_NM_015150.2_exon9_CDS	RFTN1	-	mutation_panel	.	.	86
chr3	16326770	16326878	chr3_16326770_16326878_RFTN1	RFTN1_NM_015150.2_exon8_CDS	RFTN1	-	mutation_panel	.	.	108
chr3	16357929	16358049	chr3_16357929_16358049_RFTN1	RFTN1_NM_015150.2_exon7_CDS	RFTN1	-	mutation_panel	.	.	120
chr3	16370073	16370281	chr3_16370073_16370281_RFTN1	RFTN1_NM_015150.2_exon6_CDS	RFTN1	-	mutation_panel	.	.	208
chr3	16377715	16378104	chr3_16377715_16378104_RFTN1	RFTN1_NM_015150.2_exon5_CDS	RFTN1	-	mutation_panel	.	.	389
chr3	16409372	16409485	chr3_16409372_16409485_RFTN1	RFTN1_NM_015150.2_exon4_CDS	RFTN1	-	mutation_panel	.	.	113
chr3	16433848	16434039	chr3_16433848_16434039_RFTN1	RFTN1_NM_015150.2_exon3_CDS	RFTN1	-	mutation_panel	.	.	191
chr3	16493722	16493871	chr3_16493722_16493871_RFTN1	RFTN1_NM_015150.2_exon2_CDS	RFTN1	-	mutation_panel	.	.	149
chr3	31662069	31662118	chr3_31662069_31662118_OSBPL10	OSBPL10_NM_017784.5_exon12_CDS	OSBPL10	-	mutation_panel	.	.	49
chr3	31664076	31664234	chr3_31664076_31664234_OSBPL10	OSBPL10_NM_017784.5_exon11_CDS	OSBPL10	-	mutation_panel	.	.	158
chr3	31668639	31668826	chr3_31668639_31668826_OSBPL10	OSBPL10_NM_017784.5_exon10_CDS	OSBPL10	-	mutation_panel	.	.	187
chr3	31670794	31670985	chr3_31670794_31670985_OSBPL10	OSBPL10_NM_017784.5_exon9_CDS	OSBPL10	-	mutation_panel	.	.	191
chr3	31683631	31684116	chr3_31683631_31684116_OSBPL10	OSBPL10_NM_017784.5_exon8_CDS	OSBPL10	-	mutation_panel	.	.	485
chr3	31702356	31702510	chr3_31702356_31702510_OSBPL10	OSBPL10_NM_017784.5_exon7_CDS	OSBPL10	-	mutation_panel	.	.	154
chr3	31733254	31733413	chr3_31733254_31733413_OSBPL10	OSBPL10_NM_017784.5_exon6_CDS	OSBPL10	-	mutation_panel	.	.	159
chr3	31747907	31748122	chr3_31747907_31748122_OSBPL10	OSBPL10_NM_017784.5_exon5_CDS	OSBPL10	-	mutation_panel	.	.	215
chr3	31830037	31830233	chr3_31830037_31830233_OSBPL10	OSBPL10_NM_017784.5_exon4_CDS	OSBPL10	-	mutation_panel	.	.	196
chr3	31876430	31876514	chr3_31876430_31876514_OSBPL10	OSBPL10_NM_017784.5_exon3_CDS	OSBPL10	-	mutation_panel	.	.	84
chr3	31879652	31879832	chr3_31879652_31879832_OSBPL10	OSBPL10_NM_017784.5_exon2_CDS	OSBPL10	-	mutation_panel	.	.	180
chr3	31980896	31981181	chr3_31980896_31981181_OSBPL10	OSBPL10_NM_017784.5_exon1_CDS	OSBPL10	-	mutation_panel	.	.	285
chr3	32953420	32954507	chr3_32953420_32954507_CCR4	CCR4_NM_005508.5_exon2_CDS	CCR4	+	mutation_panel	.	.	1087
chr3	38138698	38139030	chr3_38138698_38139030_MYD88	MYD88_NM_002468.5_exon1_CDS	MYD88	+	mutation_panel	.	.	332
chr3	38139861	38140000	chr3_38139861_38140000_MYD88	MYD88_NM_002468.5_exon2_CDS	MYD88	+	mutation_panel	.	.	139
chr3	38140385	38140570	chr3_38140385_38140570_MYD88	MYD88_NM_002468.5_exon3_CDS	MYD88	+	mutation_panel	.	.	185
chr3	38140754	38140850	chr3_38140754_38140850_MYD88	MYD88_NM_002468.5_exon4_CDS	MYD88	+	mutation_panel	.	.	96
chr3	38141129	38141288	chr3_38141129_38141288_MYD88	MYD88_NM_002468.5_exon5_CDS	MYD88	+	mutation_panel	.	.	159
chr3	47017090	47017256	chr3_47017090_47017256_SETD2	SETD2_NM_014159.7_exon21_CDS	SETD2	-	mutation_panel	.	.	166
chr3	47017635	47017741	chr3_47017635_47017741_SETD2	SETD2_NM_014159.7_exon20_CDS	SETD2	-	mutation_panel	.	.	106
chr3	47019757	47019842	chr3_47019757_47019842_SETD2	SETD2_NM_014159.7_exon19_CDS	SETD2	-	mutation_panel	.	.	85
chr3	47037663	47037779	chr3_47037663_47037779_SETD2	SETD2_NM_014159.7_exon18_CDS	SETD2	-	mutation_panel	.	.	116
chr3	47042558	47042702	chr3_47042558_47042702_SETD2	SETD2_NM_014159.7_exon17_CDS	SETD2	-	mutation_panel	.	.	144
chr3	47046484	47046623	chr3_47046484_47046623_SETD2	SETD2_NM_014159.7_exon16_CDS	SETD2	-	mutation_panel	.	.	139
chr3	47056818	47057492	chr3_47056818_47057492_SETD2	SETD2_NM_014159.7_exon15_CDS	SETD2	-	mutation_panel	.	.	674
chr3	47062160	47062348	chr3_47062160_47062348_SETD2	SETD2_NM_014159.7_exon14_CDS	SETD2	-	mutation_panel	.	.	188
chr3	47067067	47067120	chr3_47067067_47067120_SETD2	SETD2_NM_014159.7_exon13_CDS	SETD2	-	mutation_panel	.	.	53
chr3	47083717	47084384	chr3_47083717_47084384_SETD2	SETD2_NM_014159.7_exon12_CDS	SETD2	-	mutation_panel	.	.	667
chr3	47086192	47086316	chr3_47086192_47086316_SETD2	SETD2_NM_014159.7_exon11_CDS	SETD2	-	mutation_panel	.	.	124
chr3	47088110	47088249	chr3_47088110_47088249_SETD2	SETD2_NM_014159.7_exon10_CDS	SETD2	-	mutation_panel	.	.	139
chr3	47097952	47098083	chr3_47097952_47098083_SETD2	SETD2_NM_014159.7_exon9_CDS	SETD2	-	mutation_panel	.	.	131
chr3	47101455	47101557	chr3_47101455_47101557_SETD2	SETD2_NM_014159.7_exon8_CDS	SETD2	-	mutation_panel	.	.	102
chr3	47103343	47103425	chr3_47103343_47103425_SETD2	SETD2_NM_014159.7_exon7_CDS	SETD2	-	mutation_panel	.	.	82
chr3	47105994	47106122	chr3_47105994_47106122_SETD2	SETD2_NM_014159.7_exon6_CDS	SETD2	-	mutation_panel	.	.	128
chr3	47113873	47114006	chr3_47113873_47114006_SETD2	SETD2_NM_014159.7_exon5_CDS	SETD2	-	mutation_panel	.	.	133
chr3	47116620	47116756	chr3_47116620_47116756_SETD2	SETD2_NM_014159.7_exon4_CDS	SETD2	-	mutation_panel	.	.	136
chr3	47120179	47124550	chr3_47120179_47124550_SETD2	SETD2_NM_014159.7_exon3_CDS	SETD2	-	mutation_panel	.	.	4371
chr3	47126645	47126665	chr3_47126645_47126665_SETD2	SETD2_NM_014159.7_exon2_CDS	SETD2	-	mutation_panel	.	.	20
chr3	47163851	47163926	chr3_47163851_47163926_SETD2	SETD2_NM_014159.7_exon1_CDS	SETD2	-	mutation_panel	.	.	75
chr3	49360206	49360384	chr3_49360206_49360384_RHOA	RHOA_NM_001664.4_exon5_CDS	RHOA	-	mutation_panel	.	.	178
chr3	49362493	49362628	chr3_49362493_49362628_RHOA	RHOA_NM_001664.4_exon4_CDS	RHOA	-	mutation_panel	.	.	135
chr3	49368425	49368550	chr3_49368425_49368550_RHOA	RHOA_NM_001664.4_exon3_CDS	RHOA	-	mutation_panel	.	.	125
chr3	49375431	49375591	chr3_49375431_49375591_RHOA	RHOA_NM_001664.4_exon2_CDS	RHOA	-	mutation_panel	.	.	160
chr3	50236333	50236455	chr3_50236333_50236455_GNAI2	GNAI2_NM_002070.4_exon1_CDS	GNAI2	+	mutation_panel	.	.	122
chr3	50252097	50252144	chr3_50252097_50252144_GNAI2	GNAI2_NM_002070.4_exon2_CDS	GNAI2	+	mutation_panel	.	.	47
chr3	50252394	50252540	chr3_50252394_50252540_GNAI2	GNAI2_NM_002070.4_exon3_CDS	GNAI2	+	mutation_panel	.	.	146
chr3	50253021	50253186	chr3_50253021_50253186_GNAI2	GNAI2_NM_002070.4_exon4_CDS	GNAI2	+	mutation_panel	.	.	165
chr3	50256189	50256322	chr3_50256189_50256322_GNAI2	GNAI2_NM_002070.4_exon5_CDS	GNAI2	+	mutation_panel	.	.	133
chr3	50256720	50256854	chr3_50256720_50256854_GNAI2	GNAI2_NM_002070.4_exon6_CDS	GNAI2	+	mutation_panel	.	.	134
chr3	50256934	50257092	chr3_50256934_50257092_GNAI2	GNAI2_NM_002070.4_exon7_CDS	GNAI2	+	mutation_panel	.	.	158
chr3	50257497	50257692	chr3_50257497_50257692_GNAI2	GNAI2_NM_002070.4_exon8_CDS	GNAI2	+	mutation_panel	.	.	195
chr3	76692896	76693274	chr3_76692896_76693274_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	378
chr3	90452831	90453065	chr3_90452831_90453065_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	234
chr3	96430802	96430951	chr3_96430802_96430951_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr3	101849626	101849919	chr3_101849626_101849919_NFKBIZ	NFKBIZ_NM_031419.4_exon1_CDS	NFKBIZ	+	mutation_panel	.	.	293
chr3	101852082	101852226	chr3_101852082_101852226_NFKBIZ	NFKBIZ_NM_031419.4_exon2_CDS	NFKBIZ	+	mutation_panel	.	.	144
chr3	101852735	101852770	chr3_101852735_101852770_NFKBIZ	NFKBIZ_NM_031419.4_exon3_CDS	NFKBIZ	+	mutation_panel	.	.	35
chr3	101852883	101852991	chr3_101852883_101852991_NFKBIZ	NFKBIZ_NM_031419.4_exon4_CDS	NFKBIZ	+	mutation_panel	.	.	108
chr3	101853088	101853865	chr3_101853088_101853865_NFKBIZ	NFKBIZ_NM_031419.4_exon5_CDS	NFKBIZ	+	mutation_panel	.	.	777
chr3	101854575	101854685	chr3_101854575_101854685_NFKBIZ	NFKBIZ_NM_031419.4_exon6_CDS	NFKBIZ	+	mutation_panel	.	.	110
chr3	101855059	101855210	chr3_101855059_101855210_NFKBIZ	NFKBIZ_NM_031419.4_exon7_CDS	NFKBIZ	+	mutation_panel	.	.	151
chr3	101855392	101855460	chr3_101855392_101855460_NFKBIZ	NFKBIZ_NM_031419.4_exon8_CDS	NFKBIZ	+	mutation_panel	.	.	68
chr3	101855730	101855904	chr3_101855730_101855904_NFKBIZ	NFKBIZ_NM_031419.4_exon9_CDS	NFKBIZ	+	mutation_panel	.	.	174
chr3	101857070	101857185	chr3_101857070_101857185_NFKBIZ	NFKBIZ_NM_031419.4_exon10_CDS	NFKBIZ	+	mutation_panel	.	.	115
chr3	101857289	101857461	chr3_101857289_101857461_NFKBIZ	NFKBIZ_NM_031419.4_exon11_CDS	NFKBIZ	+	mutation_panel	.	.	172
